,date,user,text,result
50,2020/3/14 3:34,cameroncraig,We are #hiring Automation Project Manager in Denver,#hiring automation project manager denver
51,2020/3/14 3:35,DanielleLilyS,I just updated my site with 15 brand new pix!,just updated site with brand
52,2020/3/14 3:37,JaruagX,RT @defakto_umetnik: Ma ko jebe koronu 馃槈,jebe koronu
53,2020/3/14 3:40,DJSKRIBBLE,Due to our current events better safe than sorry #denver @barstandard we are only postponed I will be back and gonna give y鈥檃ll the #marathon set 馃暫馃徏馃暫馃徏馃暫馃徏馃暫馃徏 鉂わ笍 u guys!!! @delta get me home!!!! #djlife #denver https://t.co/r54strSKnq,current events better safe than sorry #denver only postponed will back gonna give #marathon guys home #djlife #denver
54,2020/3/14 3:42,therealrussellp,Look who鈥檚 still doing shows all weekend @comedyworks that鈥檚 right... ME!!! #CantStopWontStop #NoRonaVirus #Denver #31YrsInTheGame #CantKnockMyHustle #RussellPeters https://t.co/CC7elv5esG,look still doing shows weekend that right #cantstopwontstop #noronavirus #denver yrsinthegame #cantknockmyhustle #russellpeters
55,2020/3/14 3:42,StreamingFrom,@escapemovie2020 Watch #EscapeFromPretoria in AMERICAN CINEMAS - keep retweeting! #LosAngeles #WashingtonDC  #Denver,watch #escapefrompretoria american cinemas keep retweeting #losangeles #washingtondc #denver
56,2020/3/14 3:43,Yenni5683,I'm just so fucking angry all the time and I hate it馃槨馃槱 #tiredofthishit #justkillmenow #angry,just fucking angry time hate #tiredofthishit #justkillmenow #angry
57,2020/3/14 3:45,shanemcbarber1,The weekend starts now! Excited to try this! #barber #denver #beer https://t.co/h72HvBCYwA,weekend starts excited this #barber #denver #beer
58,2020/3/14 3:47,stridechc_jobs,We're hiring! Read about our latest job opening here: Practice Administrator (PA) Level 2 - https://t.co/FAMRhiCs3T #Healthcare #Denver,hiring read about latest opening here practice administrator level #healthcare #denver
59,2020/3/14 3:47,nixx_nixxon,@pepsicenter file defamation and degredation law suits....,file defamation degredation suits
60,2020/3/14 3:50,leith_cassie,RT @AlisonGF_2018: #annoyed,#annoyed
61,2020/3/14 3:51,deandelray,Love That Place Look who鈥檚 still doing shows all weekend @comedyworks that鈥檚 right... ME!!! #CantStopWontStop #NoRonaVirus #Denver #31YrsInTheGame #CantKnockMyHustle #RussellPeters https://t.co/CC7elv5esG,love that place look still doing shows weekend that right #cantstopwontstop #noronavirus #denver yrsinthegame #cantknockmyhustle #russellpeters
62,2020/3/14 3:53,nixx_nixxon,@pepsicenter #Denver,#denver
63,2020/3/14 3:56,cjdotma,#Denver ,#denver
64,2020/3/14 3:57,tareq_cse,@nuageapp Trying to renew a domain,trying renew domain
65,2020/3/14 3:58,RideDatPonyToni,I鈥檝e been scrolling for 2 hours on every social media and EVERY. SINGLE. POST etc. I鈥檓 logging off of socials (except twitter &amp; snap obvi) until the population fucking chills out and stops buying LITERALLY EVERYTHING.  #annoyed,been scrolling hours every social media every single post logging socials except twitter snap obvi until population fucking chills stops buying literally everything #annoyed
66,2020/3/14 3:59,Aijaz4200,RT @therealrussellp: Look who鈥檚 still doing shows all weekend @comedyworks that鈥檚 right... ME!!! #CantStopWontStop #NoRonaVirus #Denver #31鈥,look still doing shows weekend that right #cantstopwontstop #noronavirus #denver
67,2020/3/14 4:01,KaylaMascho34,RT @_brittany_leigh: PSA: if you DO NOT HAVE CHILDREN. DO NOT BUY BABY WIPES. Wipe your asses with paper towels for all I care. LEAVE THE W鈥,have children baby wipes wipe your asses with paper towels care leave
68,2020/3/14 4:02,NamazianEmmad,RT @DenverStrippers: Vail Strippers for Bachelor Parties (720)897-6155,vail strippers bachelor parties
69,2020/3/14 4:04,Stephanie89881,I post my sex videos here 馃憠 #Denver   #line #skype https://t.co/j2yeFHXwkl,post videos here #denver #line #skype
70,2020/3/14 4:04,_Lady_Dee,Little effort ... #disappointed,little effort #disappointed
71,2020/3/14 4:04,SteveDavidMike2,RT @therealrussellp: Look who鈥檚 still doing shows all weekend @comedyworks that鈥檚 right... ME!!! #CantStopWontStop #NoRonaVirus #Denver #31鈥,look still doing shows weekend that right #cantstopwontstop #noronavirus #denver
72,2020/3/14 4:04,Ambitious_Lynch,Team Empathy First Media throwing down in #denver https://t.co/SDS07LuM6d,team empathy first media throwing down #denver
73,2020/3/14 4:04,FirstEmpathy,RT @Ambitious_Lynch: Team Empathy First Media throwing down in #denver https://t.co/SDS07LuM6d,team empathy first media throwing down #denver
74,2020/3/14 4:04,sarahdkorn,RT @aceslowman: Start volunteering in your area if you can  do grocery and pharmacy runs for those who can't leave home #denver #covid19  h鈥,start volunteering your area grocery pharmacy runs those leave home #denver #covid
75,2020/3/14 4:05,VectorFiveUS,#Opportunities for Facilities Security Officer in Denver,#opportunities facilities security officer denver
76,2020/3/14 4:06,firstseekHim,RT @firstseekHim: of OTHERS. Our #words of #TRUTH WILL #PIERCE THEIR #SOULS. #SOME WILL be #convicted &amp; #YIELD to the #leading of the #SPIR鈥,others #words #truth will #pierce their #souls #some will #convicted #yield #leading #spir
77,2020/3/14 4:07,IkonnPoloDonn,Look Mom I'm on TV at DIA ,look
78,2020/3/14 4:08,sonalisingh87,@amazon - extremely poor service when it comes to refund for missing orders. There seems to be no coordination between your customer sevice desk and logistics team. Very very disappointed. #poorservice #badservice #disappointed,extremely poor service when comes refund missing orders there seems coordination between your customer sevice desk logistics team very very disappointed #poorservice #badservice #disappointed
79,2020/3/14 4:09,hook_forever,Denver ATTENTION DENVER: Did you know our city is considering spending $100 MILLION (and likely more) to renovate the 16th St. Mall?,denver attention denver know city considering spending million likely more renovate mall
80,2020/3/14 4:09,Disenchantednu1,RT @Disenchantednu1: @nmcnews You cant seriously be considering this? How is this protecting the new and existing  staff,cant seriously considering this this protecting existing staff
81,2020/3/14 4:11,wkenney,I鈥檝e been watching this documentary @NotJackKemp recommended for twenty minutes now and the only killing so far was done by a stupid mouse. #disappointed,been watching this documentary recommended twenty minutes only killing done stupid mouse #disappointed
